YEAR,agency,#trip,#fish,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1981,CA,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412,0.000898,0,0,0.522599,0,0.47509,0,0,0,0
1982,CA,13,2112,0.005682,0,0,0,0,0,0,0,0,0,0,0.012311,0,0,0.011837,0.011364,0.004261,0.033617,0.084754,0.152936,0.150095,0.100852,0.15483,0.116004,0.068655,0.020833,0.023201,0.011837,0.016098,0,0.020833
1983,CA,44,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005177,0.010768,0.008283,0.056533,0.090081,0.135225,0.226134,0.1696,0.137088,0.079105,0.025264,0.021951,0.008283,0.005177,0.002071,0.019259
1984,CA,46,13808,0,0,0,0,0,0,0,0,0,0,0,0.000155,0,0,0.000026,0.000169,0.023725,0.05822,0.090245,0.158552,0.192698,0.15875,0.115856,0.118789,0.061422,0.008934,0.002119,0.001261,0.001239,0,0.007841
1985,CA,62,29811,0,0,0,0,0,0,0,0,0,0,0,0,0.001904,0.000967,0.015201,0.005234,0.019621,0.051965,0.082332,0.121903,0.160787,0.194277,0.13557,0.109294,0.053382,0.023926,0.011747,0.001538,0.001979,0,0.008373
1986,CA,30,9076,0,0,0,0,0,0,0.003366,0,0.002992,0,0.005013,0.006434,0.002174,0.012389,0.041353,0.017357,0.03451,0.06212,0.132135,0.100223,0.136075,0.189202,0.118393,0.065586,0.039967,0.011784,0.00985,0.00166,0,0,0.007419
1987,CA,22,10838,0,0,0,0,0,0,0,0,0.000034,0,0,0.003135,0,0.022234,0,0.002749,0.030271,0.107273,0.11531,0.205198,0.191387,0.099462,0.118001,0.065174,0.017843,0.008008,0.013477,0.000146,0.000298,0,0
1988,CA,3,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157355,0.101244,0.108531,0.174433,0.136619,0.186631,0.06709,0.015858,0.034155,0,0,0,0.018085
1989,CA,19,37000,0,0,0,0,0,0,0,0,0.000501,0.001392,0.000427,0.002948,0.011271,0.006338,0.012538,0.029904,0.059557,0.082124,0.16804,0.144162,0.131763,0.143355,0.106023,0.080783,0.018442,0.000189,0.0002,0.000005,0,0,0.000039
1990,CA,26,47324,0,0,0,0,0,0,0,0.002232,0.000119,0.000034,0.003021,0.001488,0.005631,0.013058,0.040929,0.070263,0.07149,0.09672,0.20246,0.166457,0.152978,0.081036,0.040494,0.040251,0.008906,0.002338,0,0.000097,0,0,0
1991,CA,38,63556,0.000047,0,0,0,0,0,0,0,0.000125,0.000008,0.000285,0.000189,0.0009,0.001018,0.006509,0.00587,0.067637,0.132498,0.161589,0.117209,0.18569,0.167403,0.086406,0.034867,0.018951,0.009782,0.001314,0.001512,0.000051,0,0.000139
1992,CA,41,67925,0,0,0,0,0,0.000152,0.000423,0.000144,0.00041,0.001589,0.005468,0.005852,0.016306,0.008295,0.029915,0.04445,0.056733,0.116987,0.150291,0.120489,0.152042,0.120936,0.094803,0.051624,0.018269,0.001557,0.000781,0.000205,0.000016,0.000016,0.002246
1993,CA,41,73461,0,0,0,0,0,0.000123,0.000178,0.000065,0.000117,0.000565,0.013579,0.000864,0.003091,0.006283,0.016398,0.057281,0.07316,0.106097,0.154927,0.199193,0.088064,0.154742,0.077209,0.023049,0.014932,0.009579,0.000285,0.000003,0.000212,0.000001,0
1994,CA,61,118940,0,0,0,0,0,0.000035,0.000035,0.001957,0.004754,0.004349,0.02049,0.008047,0.01855,0.01495,0.040395,0.065954,0.076517,0.100855,0.147713,0.118924,0.104038,0.106269,0.095912,0.044707,0.015342,0.007042,0.000775,0.00191,0.000478,0.000002,0
1995,CA,83,240561,0,0,0,0,0.00001,0.001688,0.0003,0.00013,0.000958,0.002108,0.000282,0.004678,0.010784,0.007996,0.028621,0.056461,0.07431,0.099287,0.106378,0.117815,0.158839,0.109965,0.107439,0.05871,0.033434,0.011378,0.005295,0.000076,0.002589,0.000425,0.000044
1996,CA,75,213321,0,0,0,0,0,0.001695,0.001325,0.000628,0.002951,0.001092,0.003182,0.014425,0.021569,0.026683,0.03884,0.050129,0.073054,0.127676,0.106374,0.134359,0.141577,0.114932,0.070986,0.031863,0.019622,0.010287,0.005278,0.001417,0,0.000005,0.000045
1997,CA,63,183923,0,0,0,0,0,0.000089,0.000123,0.000296,0.000242,0.000166,0.000353,0.002667,0.002678,0.011128,0.011653,0.031661,0.067898,0.098429,0.138604,0.142092,0.16252,0.158986,0.108668,0.031189,0.021396,0.008643,0.00037,0.000047,0.000087,0,0.000017
1998,CA,41,143798,0,0,0,0,0.004488,0.00012,0.003581,0.002569,0.004971,0.001295,0.008565,0.011956,0.02827,0.060658,0.070571,0.097134,0.117714,0.16022,0.138422,0.117357,0.052992,0.053118,0.035371,0.012918,0.008596,0.004704,0.002214,0.000127,0.001797,0.000027,0.000245
1999,CA,33,100039,0,0,0,0,0,0,0.000042,0.007807,0.00321,0.018143,0.017532,0.005706,0.010676,0.012512,0.039346,0.073259,0.07428,0.148205,0.165055,0.168333,0.094496,0.092807,0.037664,0.010471,0.008029,0.004686,0.00465,0.003064,0.000026,0,0
2000,CA,41,98138,0,0,0,0,0,0,0,0.000002,0.004921,0.000062,0.000155,0.003779,0.009414,0.009554,0.022593,0.037518,0.048203,0.08407,0.138211,0.151532,0.196089,0.132601,0.075848,0.049382,0.016558,0.011393,0.002878,0.003766,0.000087,0.000052,0.001331
2001,CA,43,85105,0.000236,0,0,0,0.000004,0.000071,0,0.000142,0.000001,0.005094,0.018309,0.037156,0.032811,0.044131,0.044497,0.060425,0.090059,0.139104,0.134087,0.173502,0.057975,0.097253,0.040368,0.002834,0.021228,0.000327,0.000359,0.000011,0.000003,0.000003,0.00001
2002,CA,78,166769,0.007829,0,0.000015,0.000053,0.000031,0,0.002501,0.001019,0.001736,0.00457,0.003133,0.007132,0.007561,0.017029,0.03364,0.058358,0.08989,0.101454,0.114387,0.151483,0.125482,0.123681,0.080116,0.040901,0.011461,0.00585,0.001776,0.000786,0.004583,0.003474,0.000066
2003,CA,56,104680,0.006615,0,0,0,0,0,0.00005,0,0,0.000018,0.00031,0.000446,0.000705,0.002382,0.022455,0.034727,0.070217,0.118012,0.116754,0.212842,0.164712,0.134828,0.078393,0.027421,0.006441,0.002501,0.000169,0,0,0,0
2004,CA,43,73816,0.000033,0,0,0,0,0,0.005709,0,0,0.000044,0.009819,0.000209,0.008377,0.000863,0.0182,0.040109,0.077057,0.100703,0.193195,0.161521,0.185971,0.093155,0.065269,0.015101,0.021042,0.002298,0.001316,0,0.000008,0,0
