YEAR,seas,flt/svy,gender,part,Nsamp,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26
1981,1,2,0,0,7,0,0,0.00376835,0,0,0.01075474,0.02794558,0.0747329,0.07905156,0.03171393,0.0069864,0,0,0,0,0,0,0.0387194,0.05394457,0.07325036,0.06431116,0.0374807,0.03689681,0.05041053,0.04287383,0.04287383,0.0455366,0.12359247,0.10263328,0.02457741,0.01397279,0.0069864,0.0069864,0,0
1982,1,2,0,0,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02929626,0.02107766,0.06247351,0.14551868,0.16192081,0.10854351,0.06164664,0.03447696,0.04939521,0.0655451,0.06436408,0.07884345,0.05378302,0.0336501,0.01481689,0.00732406,0,0.00732406
1983,1,2,0,0,12.16,0.0015802,0.00263366,0.00105346,0.00052673,0.00052673,0.00017558,0.0015802,0.00774881,0.00054822,0.00796737,0.03141089,0.0077918,0.00035115,0.0245935,0.07705908,0.07311559,0.07569188,0.00845112,0.06940755,0.05554961,0.08012353,0.07317508,0.09312278,0.11812557,0.11277766,0.04883564,0.01141829,0.01038382,0.00017558,0.00409892,0,0,0,0,0
1984,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551492,0.01811125,0.01937734,0.09389666,0.0757854,0.06549965,0.07103958,0.14212149,0.14101305,0.10906458,0.08189415,0.0682321,0.05966281,0.01368725,0.01713147,0.0046995,0.00428464,0.00585115,0.003133,0
1986,1,2,0,0,20.2,0,0,0,0,0,0.00616313,0.01386704,0.01540782,0,0.00154078,0,0,0,0,0,0,0,0,0.00021255,0.00154078,0.00234481,0.01417509,0.06784718,0.08371505,0.1267503,0.16127035,0.22070112,0.13588124,0.07198028,0.04649567,0.01157162,0.0154076,0,0,0.00312759
1987,1,2,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235959,0.00330682,0.01575054,0.02432356,0.0277747,0.06436425,0.09996834,0.13984439,0.19144865,0.1330041,0.04121332,0.03241437,0.03758516,0.0696466,0.05157932,0.03856749,0.01563735,0.00829264,0.00291879,0,0
1988,1,2,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0.00395131,0,0.00195829,0.0059096,0.01762461,0.01910706,0.0394784,0.03079151,0.02392604,0.02333,0.07643028,0.11050425,0.1625868,0.15424512,0.14644944,0.08546717,0.05005023,0.0199697,0.01562267,0.00451948,0.00355857,0.00451948,0
1989,1,2,0,0,45.76,0,0,0,0,0,0,0,0,0,0,0,0,0.00023514,0,0.00176808,0.00795601,0.02034496,0.04724764,0.05583727,0.11395793,0.13299356,0.14836917,0.12756456,0.10213436,0.08195563,0.0768274,0.04521789,0.02025473,0.01372147,0.0027429,0.00087131,0,0,0,0
1990,1,2,0,0,14.56,0,0,0,0.0004515,0.00135451,0.00135451,0.00203177,0.00158026,0.00270902,0.00962793,0.00827341,0.03325733,0.00523183,0.03916122,0.03487886,0.04444471,0.0191317,0.03303158,0.01738776,0,0,0.01697752,0.0430798,0.06505542,0.09170318,0.14374821,0.11479716,0.10899384,0.08476902,0.04174089,0.02642027,0.00880676,0,0,0
1991,1,2,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0.01622831,0.04003566,0.03058409,0.00900577,0.02514477,0.04172958,0.07953587,0.09843901,0.08461833,0.07909006,0.05555132,0.07953657,0.05162873,0.06313001,0.0740083,0.07213543,0.04725785,0.03111885,0.0156932,0.00552827,0,0,0,0
1992,1,2,0,0,95.48,0,0,0,0,0,0.00064782,0,0,0,0,0.00182274,0.01133424,0.02348972,0.03049836,0.05664728,0.06005899,0.09326521,0.1079985,0.11246355,0.10783649,0.12139782,0.10046526,0.06485231,0.04211727,0.01410971,0.01337548,0.00808748,0.00844657,0.00891104,0.00625766,0.00402859,0.0018879,0,0,0
1993,1,2,0,0,22.12,0,0,0,0,0,0,0,0,0,0,0,0.00209405,0.00209405,0.00209405,0.01675244,0.04851331,0.11939975,0.212906,0.22128847,0.13647613,0.13477075,0.07235084,0.01824921,0.00665153,0.00630148,0.00001931,0,0.00001931,0.00001931,0,0,0,0,0,0
1994,1,2,0,0,25.92,0,0,0,0,0,0,0,0,0,0,0,0,0.01783418,0.02529307,0.03678761,0.1063406,0.15407048,0.18216357,0.1471597,0.14399582,0.09802711,0.05459132,0.02262368,0.00671273,0.0037262,0.00033696,0,0.00033696,0,0,0,0,0,0,0
1995,1,2,0,0,58.52,0,0,0,0,0,0,0.00031392,0,0.00441833,0.00954884,0.0071337,0.01264103,0.04725362,0.10395594,0.20700881,0.22182404,0.18459048,0.11962844,0.05599027,0.01995711,0.00423077,0.00047859,0.0010261,0,0,0,0,0,0,0,0,0,0,0,0
1996,1,2,0,0,33.96,0,0,0,0,0,0,0,0,0,0.00030079,0.00030079,0.00090238,0.01283815,0.02227238,0.07526174,0.11565464,0.15169996,0.23028877,0.17871268,0.11155633,0.05004725,0.03431557,0.00590206,0.00586819,0.00089493,0,0,0.00318338,0,0,0,0,0,0,0
1997,1,2,0,0,53.88,0,0,0,0,0,0,0,0,0.00138849,0,0.00437448,0.00696658,0.02235979,0.06978503,0.11959113,0.12200411,0.1143522,0.09445877,0.0758723,0.06026707,0.07251253,0.0875397,0.07763919,0.03522754,0.02424067,0.00725407,0.00264748,0.00072375,0.00079514,0,0,0,0,0,0
1998,1,2,0,0,53.88,0,0,0,0,0.00133372,0.0080023,0.03123023,0.07429081,0.11293837,0.13115185,0.12833474,0.13611421,0.11920509,0.09461068,0.05183656,0.02012165,0.01051988,0.01157256,0.00957903,0.01829103,0.01344934,0.01066005,0.01432552,0.00061959,0.00172251,0.00002257,0.00006771,0,0,0,0,0,0,0,0
1999,1,2,0,0,48.6,0,0,0,0,0,0.00116223,0.00116223,0.00212307,0.02180502,0.06358421,0.14633894,0.22273367,0.22362558,0.16164649,0.07144217,0.04707867,0.02246604,0.00891355,0.00115357,0,0,0.00149071,0.00094939,0,0,0,0.00232446,0,0,0,0,0,0,0,0
2000,1,2,0,0,56.2,0,0,0,0,0,0,0.00211301,0.00508933,0.00279913,0.01181366,0.01717291,0.02100897,0.03388762,0.06977171,0.1390701,0.18812,0.19617192,0.15519083,0.08878951,0.03643265,0.0145209,0.00612946,0.00505799,0.00405848,0.00158862,0,0,0,0.0012132,0,0,0,0,0,0
2001,1,2,0,0,66.8,0.00114739,0.00222606,0.00592073,0.01450301,0.01754029,0.01602687,0.01191382,0.0144782,0.00839172,0.00302758,0.00306668,0.00463727,0.00738196,0.03848854,0.06278386,0.09654448,0.13058616,0.21010184,0.1707364,0.08958682,0.04532118,0.02235519,0.01184378,0.00404771,0.00438361,0.00082618,0.00169717,0.0004355,0,0,0,0,0,0,0
2002,1,2,0,0,69.92,0,0,0.0006676,0,0.00050434,0.00252172,0.00453909,0.0035304,0.00100869,0.00122406,0.00530869,0.02130371,0.07164997,0.15795533,0.20206026,0.19288834,0.17469227,0.09885357,0.04386095,0.01181209,0.00316976,0,0.00061254,0.00061254,0.00061152,0,0.00061254,0,0,0,0,0,0,0,0
2003,1,2,0,0,61,0,0,0,0.00364282,0.02572017,0.04983845,0.03752152,0.0222141,0.0270685,0.01734205,0.00440142,0.01426081,0.01992168,0.05174924,0.09758143,0.11130327,0.13867101,0.12663296,0.10911658,0.07722155,0.02646579,0.01613982,0.01567453,0.00636164,0,0,0.00074283,0,0.00040783,0,0,0,0,0,0
2004,1,2,0,0,69,0,0,0.00067995,0,0,0.00069572,0.00060794,0.00530139,0.05426549,0.13816486,0.15395491,0.10607708,0.1037188,0.1103503,0.10997293,0.07889974,0.04026444,0.02859543,0.02084622,0.0223801,0.01608305,0.00787804,0,0.00038944,0,0.00087417,0,0,0,0,0,0,0,0,0
2005,1,2,0,0,73,0.00040732,0.00081464,0.01168812,0.01101704,0.01866609,0.02393849,0.03275694,0.02030854,0.04550967,0.09526358,0.11392118,0.1244591,0.1490698,0.11041272,0.09044143,0.0598685,0.03845734,0.03014254,0.00939585,0.00518021,0.0054617,0.00213056,0.00068865,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,2,0,0,60.96,0.00149244,0.00173776,0.00467913,0.00516625,0.00749344,0.01196063,0.00628611,0.00813945,0.0074812,0.00931242,0.05451162,0.11254378,0.15873191,0.11061845,0.13953737,0.12992911,0.09208443,0.0646394,0.03713148,0.02211372,0.01057082,0.00116868,0.00089013,0.00178027,0,0,0,0,0,0,0,0,0,0,0
2007,1,2,0,0,72.08,0,0,0.00200385,0.0024918,0.00531929,0.00854308,0.01379638,0.02631003,0.05439429,0.07533973,0.11741617,0.09841944,0.11234713,0.10112507,0.12140498,0.10248137,0.09606582,0.03828075,0.02091027,0.0020753,0.00072861,0.00054664,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,2,0,0,25.48,0,0,0,0.00038087,0.00452544,0.00263609,0.00978264,0.02065457,0.0174505,0.02285478,0.12128838,0.22906872,0.21578443,0.15718734,0.07280555,0.06668616,0.0388884,0.01282041,0.00245899,0.00226772,0.0000125,0,0.0000125,0,0.00243399,0,0,0,0,0,0,0,0,0,0
1981,2,3,0,0,9.52,0,0,0.00606367,0.02425467,0,0,0.00606367,0,0.00368576,0.02211456,0.05528639,0.03317183,0.07080225,0.05644562,0.05249235,0.04090004,0.07710371,0.0470826,0.02047974,0.01747763,0.00436941,0.01872604,0.04726095,0.08453467,0.06099337,0.04993609,0.05885325,0.06099337,0.03504444,0.01863686,0.01411884,0,0.00436941,0.00436941,0.00436941
1982,2,3,0,0,23.32,0,0,0,0.00393489,0,0.00393489,0.00393489,0,0,0.00393489,0,0,0,0,0.00786978,0,0,0,0,0.00567751,0.03154179,0.08999555,0.18771542,0.22467716,0.19362188,0.08360123,0.05287586,0.04065799,0.03577425,0.01106387,0.01314369,0.00210956,0.00393489,0,0
1983,2,3,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0.00842831,0.01685662,0.02528493,0.01685662,0.01316522,0,0.02940664,0.00842831,0.02876048,0.04746268,0.05416835,0.09809378,0.14872302,0.19677016,0.14681479,0.08831027,0.03494293,0.02805307,0.00473691,0.00473691,0,0,0,0
1984,2,3,0,0,8.64,0,0,0,0,0,0,0,0,0,0,0,0.0018863,0,0,0.00113912,0.00284779,0.01170975,0.0128744,0.01878369,0.04161195,0.04000155,0.05235745,0.10612598,0.12213463,0.14012787,0.13814328,0.14695143,0.08283316,0.07364807,0.00682356,0,0,0,0,0
1985,2,3,0,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0.00059631,0,0.00292961,0,0.0013184,0.00010163,0.00669388,0.01710975,0.02415533,0.03268657,0.08781359,0.12626185,0.15221717,0.14386139,0.13393473,0.14408914,0.07590716,0.02481579,0.01449698,0.00792752,0.00308319,0,0
